Creation Date,Update Date,Rule,Status,Severity,File,Line,Message
2019-12-02T15:45:23-0500,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Controllers/UserPasswordController.php,72,"'password' detected in this variable name, review this potentially hardcoded credential."
2019-12-01T12:10:07-0500,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Server/Privileges.php,3830,"'password' detected in this variable name, review this potentially hardcoded credential."
2019-12-01T12:10:07-0500,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Server/Privileges.php,3832,"'password' detected in this variable name, review this potentially hardcoded credential."
2019-12-01T12:10:07-0500,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/classes/Server/PrivilegesTest.php,984,"'password' detected in this variable name, review this potentially hardcoded credential."
2019-12-01T12:10:07-0500,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/classes/Server/PrivilegesTest.php,1400,"'password' detected in this variable name, review this potentially hardcoded credential."
2019-09-01T09:33:02-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Server/Privileges.php,3272,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-11-23T09:56:18-0500,2020-01-17T00:51:44-0500,javascript:S2819,OPEN,CRITICAL,phpmyadmin:js/vendor/u2f-api-polyfill.js,545,Make sure this cross-domain message is being sent to the intended domain.
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Plugins/Auth/AuthenticationCookie.php,244,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Plugins/Auth/AuthenticationHttp.php,149,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Plugins/AuthenticationPlugin.php,42,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Plugins/AuthenticationPlugin.php,134,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/classes/Plugins/Auth/AuthenticationCookieTest.php,689,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/classes/Plugins/Auth/AuthenticationCookieTest.php,740,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/classes/Plugins/Auth/AuthenticationHttpTest.php,321,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/classes/Plugins/Auth/AuthenticationHttpTest.php,351,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/classes/Plugins/Auth/AuthenticationHttpTest.php,384,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-10-20T13:44:28-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/classes/Plugins/Auth/AuthenticationSignonTest.php,255,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-09-13T12:12:25-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Replication.php,100,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-08-22T07:12:37-0400,2020-01-17T00:51:44-0500,php:S2964,OPEN,MINOR,phpmyadmin:test/selenium/Database/EventsTest.php,145,"Remove this call to ""sleep""."
2017-08-22T07:12:37-0400,2020-01-17T00:51:44-0500,php:S2964,OPEN,MINOR,phpmyadmin:test/selenium/Database/EventsTest.php,185,"Remove this call to ""sleep""."
2017-08-04T18:29:22-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Server/Privileges.php,3011,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-08-04T18:29:22-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Server/Privileges.php,3017,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-08-04T18:29:22-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Server/Privileges.php,3650,"'password' detected in this variable name, review this potentially hardcoded credential."
2017-03-16T10:49:14-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/classes/Plugins/Auth/AuthenticationCookieTest.php,1115,"'password' detected in this variable name, review this potentially hardcoded credential."
2016-10-12T04:33:50-0400,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:libraries/classes/Config/Validator.php,293,"'password' detected in this variable name, review this potentially hardcoded credential."
2013-02-22T01:53:51-0500,2020-01-17T00:51:44-0500,php:S2068,OPEN,BLOCKER,phpmyadmin:test/selenium/CreateRemoveUserTest.php,47,"'password' detected in this variable name, review this potentially hardcoded credential."
